Pos.,ASIN,Product Title,Thumbnail,Brand,Price,BSR,Mo. Sales,D. Sales,Mo. Revenue,Reviews,Rating,Seller,Fees,Category,Offers,Dimensions,Weight (lbs),Listed Since,Days Live
53,B01EKUBU5Y,"TruSkin - Suero facial con vitamina C, suero facial antienvejecimiento con vitamina C, ácido hialurónico, vitamina E y más, suero iluminador para manchas oscuras, tono de piel uniforme, área de los","https://m.media-amazon.com/images/I/71BUbYFwDQL._AC_UL320_.jpg","TruSkin","$38.99","170","24,637","752","$960,589","154,745",4.40,FBA,"$9.80","Beauty & Personal Care",2,5.79" x 1.85" x 1.77","0.26","2016-04-21","3,639"
54,B07Y469VXX,"Naturium Suero Facial Complejo de Vitamina C, Tratamiento Facial Antienvejecimiento con Ácido Hialurónico y Vitamina E, 1 onza","https://m.media-amazon.com/images/I/615BMinvqsL._AC_UL320_.jpg","Naturium","$20.88","1,152","6,879","242","$143,644","7,946",4.60,AMZ,"$7.08","Beauty & Personal Care",6,5.51" x 1.5" x 1.38","0.29","2019-09-19","2,393"
55,B0F2G7ZYLP,"The Ordinary Suero radiante multiantioxidante, suero de vitamina C para la cara, ilumina y protege la piel, aumenta el brillo y protege contra los estresores ambientales, 1 onza líquida","https://m.media-amazon.com/images/I/51Haw2Z4HfL._AC_UL320_.jpg","The Ordinary","$12.94","2,234","3,657","150","$47,319","688",4.50,AMZ,"$5.67","Beauty & Personal Care",1,4.72" x 1.34" x 1.34","0.20","2025-05-16","327"
56,B07PM79MSC,"La Roche-Posay Suero puro de Vitamina C al 12% para cara con ácido hialurónico y ácido salicílico, suero facial hidratante, aumenta la luminosidad y reduce las arrugas, 2 fórmulas para piel normal o","https://m.media-amazon.com/images/I/612rQ+tTL6L._AC_UL320_.jpg","La Roche-Posay","$44.99","934","8,859","281","$398,557","18,483",4.40,AMZ,"$11.30","Beauty & Personal Care",2,4.33" x 2.20" x 1.46","0.20","2019-03-14","2,581"
57,B072K1LNNY,"Korean Skin Care K Beauty - Sérum de ácido hialurónico 20% vitamina C + ácido ferulico CE que proporciona un potente antienvejecimiento, antiarrugas coreano belleza 1oz","https://m.media-amazon.com/images/I/81ofNgqKRUL._AC_UL320_.jpg","SeoulCeuticals","$19.98","788","9,914","317","$198,072","27,311",4.40,FBA,"$6.73","Beauty & Personal Care",1,4.06" x 1.34" x 1.34","0.20","2017-06-06","3,228"
58,B0D3RJRWKD,"VICHY LiftActiv Suero de Vitamina C para la Cara, Suero Iluminador con Vitamina C Pura + Ácido Hialurónico + Vitamina E, Reduce Líneas Finas, Suaviza la Textura de la Piel, Mejora la Radiancia","https://m.media-amazon.com/images/I/61vCvl-IacL._AC_UL320_.jpg","Vichy","$34.99","4,179","2,879","88","$100,732","7,328",4.40,AMZ,"$8.98","Beauty & Personal Care",2,4.45" x 2.32" x 1.65","0.21","2024-08-15","601"
59,B0FR4QYNK5,"medicube Suero de cápsulas de vitamina C profunda | Suero hidratante de vitamina C para una piel opaca y desigual con preocupaciones visibles | Cápsulas de liposomas para una textura suave y radiante","https://m.media-amazon.com/images/I/71HHhek9xsL._AC_UL320_.jpg","Medicube","$19.80","2,127","5,226","156","$103,466","221",4.60,FBA,"$6.92","Beauty & Personal Care",1,4.21" x 1.81" x 1.81","0.31","2025-09-15","205"
60,B0DGLCRZZ3,"Dr.Althea Suero potenciador de vitamina C | Suero facial diario con ácido transexámico para todo tipo de piel | Ayuda a eliminar manchas oscuras y tono de piel desigual | Cuidado de la piel vegano","https://m.media-amazon.com/images/I/51FjGzm9kvL._AC_UL320_.jpg","Dr.Althea","$21.80","2,333","5,029","146","$109,629","2,488",4.60,FBA,"$7.22","Beauty & Personal Care",4,4.69" x 2.83" x 1.93","0.33","2024-09-10","575"
61,B076611KCY,"Suero de vitamina C para la cara – Suero facial antienvejecimiento con vitamina C, ácido hialurónico, vitamina E. Fórmula iluminadora. Mejora la apariencia de manchas oscuras, tono, líneas finas y","https://m.media-amazon.com/images/I/61JunmhUxqL._AC_UL320_.jpg","Florence","$13.99","3,579","3,092","102","$43,252","139,874",4.40,FBA,"$6.05","Beauty & Personal Care",1,5.20" x 1.85" x 1.81","0.35","2018-09-25","2,751"
62,B0CZDNLBK6,"Cetaphil Suero de vitamina C, reduce visiblemente el aspecto de las manchas oscuras y la hiperpigmentación, formulado con niacinamida, diseñado para pieles sensibles, sin fragancia, probado por","https://m.media-amazon.com/images/I/61C-QvQLuVL._AC_UL320_.jpg","Cetaphil","$17.40","4,790","1,858","78","$32,334","895",4.60,AMZ,"$6.56","Beauty & Personal Care",8,5.08" x 2.40" x 1.73","0.31","2024-03-29","740"
